url,name,from,to,pos,ht,wt,dob,college,active
/players/j/johnsan02.html,Anthony Johnson,1998,2010,G,6-3,190,"October 2, 1974",College of Charleston,False
/players/j/johnsar02.html,Armon Johnson,2011,2012,G,6-3,195,"February 23, 1989","University of Nevada, Reno",False
/players/j/johnsar01.html,Arnie Johnson,1949,1953,F-C,6-5,236,"May 16, 1920",Bemidji State University,False
/players/j/johnsav01.html,Avery Johnson,1989,2004,G,5-10,175,"March 25, 1965",Southern University and A&M College,False
/players/j/johnsbu01.html,Buck Johnson,1987,1993,F,6-7,190,"January 3, 1964",University of Alabama,False
/players/j/johnsca01.html,Carldell Johnson,2012,2012,G,5-10,180,"January 28, 1983",University of Alabama at Birmingham,False
/players/j/johnsch01.html,Charles Johnson,1973,1979,G,6-0,170,"March 31, 1949",University of California,False
/players/j/johnsch02.html,Cheese Johnson,1980,1980,F-G,6-6,195,"September 7, 1957",Wichita State University,False
/players/j/johnsch03.html,Chris Johnson,2011,2013,C,6-11,210,"July 15, 1985",Louisiana State University,True
/players/j/johnsch04.html,Chris Johnson,2013,2015,F,6-6,201,"April 29, 1990",University of Dayton,True
/players/j/johnscl02.html,Clay Johnson,1982,1984,G,6-4,175,"July 18, 1956",University of Missouri,False
/players/j/johnscl01.html,Clemon Johnson,1979,1988,C-F,6-10,240,"September 12, 1956",Florida Agricultural and Mechanical University,False
/players/j/johnsda02.html,Darryl Johnson,1996,1996,G,6-1,170,"October 26, 1965",Michigan State University,False
/players/j/johnsda01.html,Dave Johnson,1993,1994,G-F,6-7,210,"November 16, 1970",Syracuse University,False
/players/j/johnsde02.html,DeMarco Johnson,2000,2000,F,6-9,245,"October 6, 1975",University of North Carolina at Charlotte,False
/players/j/johnsde01.html,Dennis Johnson*,1977,1990,G,6-4,185,"September 18, 1954",Pepperdine University,False
/players/j/johnsde03.html,DerMarr Johnson,2001,2008,F,6-9,201,"May 5, 1980",University of Cincinnati,False
/players/j/johnsed01.html,Ed Johnson,1969,1971,C,6-8,205,"June 17, 1944",Tennessee State University,False
/players/j/johnsed02.html,Eddie Johnson,1978,1987,G,6-2,180,"February 24, 1955",Auburn University,False
/players/j/johnsed03.html,Eddie Johnson,1982,1999,F-G,6-7,215,"May 1, 1959",University of Illinois at Urbana-Champaign,False
/players/j/johnser01.html,Eric Johnson,1990,1990,G,6-2,205,"February 7, 1966",University of Nebraska,False
/players/j/johnser02.html,Ervin Johnson,1994,2006,C,6-11,245,"December 21, 1967",University of New Orleans,False
/players/j/johnsfr01.html,Frank Johnson,1982,1994,G,6-1,185,"November 23, 1958",Wake Forest University,False
/players/j/johnsge01.html,George Johnson,1971,1974,C,6-11,245,"June 19, 1947",Stephen F. Austin State University,False
/players/j/johnsge02.html,George Johnson,1973,1986,C-F,6-11,205,"December 18, 1948",Dillard University,False
/players/j/johnsge03.html,George Johnson,1979,1986,F-C,6-7,210,"December 8, 1956",St. John's University,False
/players/j/johnsgu01.html,Gus Johnson*,1964,1973,F-C,6-6,230,"December 13, 1938",University of Idaho,False
/players/j/johnsha01.html,Harold Johnson,1947,1947,C,6-6,240,"January 30, 1920",Indiana State University,False
/players/j/johnsiv01.html,Ivan Johnson,2012,2013,F,6-8,230,"April 10, 1984",University of Oregon,True
/players/j/johnsja02.html,JaJuan Johnson,2012,2012,F-C,6-10,221,"February 8, 1989",Purdue University,False
/players/j/johnsja01.html,James Johnson,2010,2015,F,6-9,245,"February 20, 1987",Wake Forest University,True
/players/j/johnsjo02.html,Joe Johnson,2002,2015,G,6-7,240,"June 29, 1981",University of Arkansas,True
/players/j/johnsjo01.html,John Johnson,1971,1982,F,6-7,200,"October 18, 1947",University of Iowa,False
/players/j/johnska01.html,Kannard Johnson,1988,1988,F,6-9,220,"June 24, 1965",Western Kentucky University,False
/players/j/johnske01.html,Ken Johnson,1986,1986,F,6-8,240,"November 7, 1962",Michigan State University,False
/players/j/johnske03.html,Ken Johnson,2003,2003,F-C,6-11,240,"February 1, 1978",Ohio State University,False
/players/j/johnske02.html,Kevin Johnson,1988,2000,G,6-1,180,"March 4, 1966",University of California,False
/players/j/johnsla01.html,Larry Johnson,1978,1978,G,6-3,205,"November 28, 1954",University of Kentucky,False
/players/j/johnsla02.html,Larry Johnson,1992,2001,F,6-6,250,"March 14, 1969","University of Nevada, Las Vegas",False
/players/j/johnsle01.html,Lee Johnson,1981,1981,F,6-11,205,"June 16, 1957",East Texas State University,False
/players/j/johnsli01.html,Linton Johnson,2004,2009,F,6-8,205,"June 13, 1980",Tulane University,False
/players/j/johnsma02.html,Magic Johnson*,1980,1996,G-F,6-8,215,"August 14, 1959",Michigan State University,False
/players/j/johnsma01.html,Marques Johnson,1978,1990,F-G,6-7,218,"February 8, 1956","University of California, Los Angeles",False
/players/j/johnsmi01.html,Mickey Johnson,1975,1986,F,6-10,190,"August 31, 1952",Aurora University,False
/players/j/johnsne02.html,Neil Johnson,1967,1973,F-C,6-7,220,"April 17, 1943",Creighton University,False
/players/j/johnsni01.html,Nick Johnson,2015,2015,G,6-3,200,"December 22, 1992",University of Arizona,True
/players/j/johnsol01.html,Ollie Johnson,1973,1982,F,6-6,200,"May 11, 1949",Temple University,False
/players/j/johnsor01.html,Orlando Johnson,2013,2014,G,6-5,220,"March 11, 1989","University of California, Santa Barbara",True
/players/j/johnsra01.html,Ralph Johnson,1950,1953,G,5-11,170,"December 6, 1921",Huntington University,False
/players/j/johnsre01.html,Reggie Johnson,1981,1984,F-C,6-9,205,"June 25, 1957",University of Tennessee,False
/players/j/johnsri01.html,Rich Johnson,1969,1971,C,6-7,210,"December 18, 1946",Grambling State University,False
/players/j/johnsro01.html,Ron Johnson,1961,1961,F,6-8,215,"July 20, 1938",University of Minnesota,False
/players/j/johnsst02.html,Steffond Johnson,1987,1987,F,6-8,240,"November 4, 1962",San Diego State University,False
/players/j/johnsst03.html,Steve Johnson,1982,1991,C-F,6-10,235,"November 3, 1957",Oregon State University,False
/players/j/johnsst01.html,Stew Johnson,1968,1976,F-C,6-8,220,"August 19, 1944",Murray State University,False
/players/j/johnstr01.html,Trey Johnson,2009,2012,G,6-5,218,"August 30, 1984",Jackson State University,True
/players/j/johnsty01.html,Tyler Johnson,2015,2015,G,6-4,186,"May 7, 1992","California State University, Fresno",True
/players/j/johnsvi01.html,Vinnie Johnson,1980,1992,G,6-2,200,"September 1, 1956",Baylor University,False
/players/j/johnswe01.html,Wesley Johnson,2011,2015,F,6-7,205,"July 11, 1987",Syracuse University,True
/players/j/johnsda03.html,Darius Johnson-Odom,2013,2014,G,6-2,215,"September 28, 1989",Marquette University,True
/players/j/johnsna01.html,Nate Johnston,1990,1990,F,6-8,210,"December 18, 1966",University of Tampa,False
/players/j/johnsne01.html,Neil Johnston*,1952,1959,C,6-8,210,"February 4, 1929",Ohio State University,False
/players/j/johnsji01.html,Jim Johnstone,1983,1983,C-F,6-11,245,"September 20, 1960",Wake Forest University,False
/players/j/jolifho01.html,Howie Jolliff,1961,1963,F-C,6-7,218,"July 20, 1938",Ohio University,False
/players/j/jonesal01.html,Alvin Jones,2002,2002,F,6-11,265,"September 9, 1978",Georgia Institute of Technology,False
/players/j/jonesan01.html,Anthony Jones,1987,1990,G-F,6-6,195,"September 13, 1962","University of Nevada, Las Vegas",False
/players/j/jonesas01.html,Askia Jones,1995,1995,G,6-5,200,"December 3, 1971",Kansas State University,False
/players/j/jonesbi01.html,Bill Jones,1989,1989,F,6-7,175,"March 18, 1966",University of Iowa,False
/players/j/jonesbo01.html,Bobby Jones,1975,1986,F,6-9,210,"December 18, 1951",University of North Carolina,False
/players/j/jonesbo02.html,Bobby Jones,2007,2008,F,6-7,215,"January 9, 1984",University of Washington,False
/players/j/jonesca01.html,Caldwell Jones,1974,1990,C-F,6-11,217,"August 4, 1950",Albany State University,False
/players/j/jonesch01.html,Charles Jones,1984,1998,F-C,6-9,215,"April 3, 1957",Albany State University,False
/players/j/jonesch02.html,Charles Jones,1985,1989,F,6-8,215,"January 12, 1962",University of Louisville,False
/players/j/jonesch03.html,Charles Jones,1999,2000,G,6-3,180,"July 17, 1975",Long Island University,False
/players/j/jonesco01.html,Collis Jones,1972,1975,F,6-7,203,"July 3, 1949",University of Notre Dame,False
/players/j/jonesda02.html,Dahntay Jones,2004,2015,G,6-6,210,"December 27, 1980",Duke University,True
/players/j/jonesda01.html,Damon Jones,1999,2009,G,6-3,185,"August 25, 1976",University of Houston,False
/players/j/jonesde01.html,DeQuan Jones,2013,2013,F,6-8,221,"June 20, 1990",University of Miami,True
/players/j/jonesdo02.html,Dominique Jones,2011,2013,G,6-4,215,"October 15, 1988",University of South Florida,False
/players/j/jonesdo01.html,Dontae' Jones,1998,1998,F,6-8,220,"June 2, 1975",Mississippi State University,False
/players/j/jonesdw02.html,Dwayne Jones,2006,2010,F-C,6-11,250,"June 9, 1983",Saint Joseph's University,False
/players/j/jonesdw01.html,Dwight Jones,1974,1983,F-C,6-10,210,"February 27, 1952",University of Houston,False
/players/j/jonesea01.html,Earl Jones,1985,1986,C,7-0,210,"January 13, 1961",University of the District of Columbia,False
/players/j/jonesed02.html,Eddie Jones,1995,2008,G-F,6-6,190,"October 20, 1971",Temple University,False
/players/j/jonesed01.html,Edgar Jones,1981,1986,F-C,6-10,225,"June 17, 1956","University of Nevada, Reno",False
/players/j/jonesfr01.html,Fred Jones,2003,2009,G-F,6-4,210,"March 11, 1979",University of Oregon,False
/players/j/joneshu01.html,Hutch Jones,1983,1984,F,6-8,190,"September 1, 1959",Vanderbilt University,False
/players/j/jonesja01.html,Jake Jones,1972,1972,G,6-3,180,"May 9, 1949",Assumption College,False
/players/j/jonesja02.html,James Jones,2004,2015,F,6-8,225,"October 4, 1980",University of Miami,True
/players/j/jonesji01.html,Jimmy Jones,1968,1977,G,6-4,188,"January 1, 1945",Grambling State University,False
/players/j/jonesjo01.html,Johnny Jones,1968,1969,F,6-7,205,"March 12, 1943","California State University, Los Angeles",False
/players/j/jonesju01.html,Jumaine Jones,2000,2007,F,6-8,218,"February 10, 1979",University of Georgia,False
/players/j/joneskc01.html,K.C. Jones*,1959,1967,G,6-1,200,"May 25, 1932",University of San Francisco,False
/players/j/joneske01.html,Kevin Jones,2013,2013,F,6-8,251,"August 25, 1989",West Virginia University,True
/players/j/jonesla01.html,Larry Jones,1965,1974,G-F,6-2,180,"September 22, 1942",University of Toledo,False
/players/j/jonesma01.html,Major Jones,1980,1985,F,6-9,225,"July 9, 1953",Albany State University,False
/players/j/jonesma02.html,Mark Jones,1984,1984,G,6-1,175,"April 10, 1961",St. Bonaventure University,False
/players/j/jonesma03.html,Mark Jones,2005,2005,G,6-6,215,"May 25, 1975",University of Central Florida,False
/players/j/jonesni01.html,Nick Jones,1968,1973,G,6-2,190,"March 28, 1945",University of Oregon,False
/players/j/jonesoz01.html,Ozell Jones,1985,1986,C-F,6-11,235,"November 20, 1960","California State University, Fullerton",False
/players/j/jonespe01.html,Perry Jones,2013,2015,F,6-11,235,"September 24, 1991",Baylor University,True
/players/j/jonespo01.html,Popeye Jones,1994,2004,F,6-8,250,"June 17, 1970",Murray State University,False
/players/j/jonesri01.html,Rich Jones,1970,1977,F-C,6-6,220,"December 27, 1946",University of Memphis,False
/players/j/jonesro01.html,Robin Jones,1977,1978,F-C,6-9,225,"February 2, 1954",Saint Louis University,False
/players/j/jonessa01.html,Sam Jones*,1958,1969,G-F,6-4,198,"June 24, 1933",North Carolina Central University,False
/players/j/jonessh01.html,Shelton Jones,1989,1989,F,6-9,210,"April 6, 1966",St. John's University,False
/players/j/jonesso01.html,Solomon Jones,2007,2014,F,6-10,230,"July 16, 1984",University of South Florida,True
/players/j/jonesst01.html,Steve Jones,1968,1976,G-F,6-5,205,"October 17, 1942",University of Oregon,False
/players/j/joneste01.html,Terrence Jones,2013,2015,F,6-9,252,"January 9, 1992",University of Kentucky,True
/players/j/joneswa01.html,Wah Wah Jones,1950,1952,F,6-4,225,"July 14, 1926",University of Kentucky,False
/players/j/joneswa02.html,Wali Jones,1965,1976,G,6-2,180,"February 14, 1942",Villanova University,False
/players/j/joneswi02.html,Wil Jones,1970,1978,F,6-8,205,"February 27, 1947",Albany State University,False
/players/j/joneswi01.html,Willie Jones,1961,1965,G,6-3,185,"June 29, 1936",Northwestern University,False
/players/j/jordaad01.html,Adonis Jordan,1994,1999,G,5-11,170,"August 21, 1970",University of Kansas,False
/players/j/jordach01.html,Charles Jordan,1976,1976,F,6-8,220,"January 31, 1954",Canisius College,False
/players/j/jordade01.html,DeAndre Jordan,2009,2015,C,6-11,250,"July 21, 1988",Texas A&M University,True
/players/j/jordaed01.html,Eddie Jordan,1978,1984,G,6-1,170,"January 29, 1955",Rutgers University,False
/players/j/jordaje01.html,Jerome Jordan,2012,2015,C,7-0,253,"September 29, 1986",University of Tulsa,True
/players/j/jordami01.html,Michael Jordan*,1985,2003,G-F,6-6,195,"February 17, 1963",University of North Carolina,False
/players/j/jordare01.html,Reggie Jordan,1994,2000,G,6-4,195,"January 26, 1968",New Mexico State University,False
/players/j/jordath01.html,Thomas Jordan,1993,1993,F-C,6-10,220,"May 23, 1968",Oklahoma State University,False
/players/j/jordawa01.html,Walter Jordan,1981,1981,F,6-7,198,"February 19, 1956",Purdue University,False
/players/j/jordoph01.html,Phil Jordon,1957,1963,C-F,6-10,205,"September 12, 1933",Whitworth,False
/players/j/jorgejo01.html,Johnny Jorgensen,1948,1949,G-F,6-2,185,"December 28, 1921",DePaul University,False
/players/j/jorgeno01.html,Noble Jorgensen,1947,1953,C,6-9,228,"May 18, 1925",University of Iowa,False
/players/j/jorgero01.html,Roger Jorgensen,1947,1947,C-F,6-5,200,"September 2, 1920",Ohio State University,False
/players/j/josepco01.html,Cory Joseph,2012,2015,G,6-3,185,"August 20, 1991",University of Texas at Austin,True
/players/j/josepga01.html,Garth Joseph,2001,2001,C,7-2,315,"August 8, 1973",College of Saint Rose,False
/players/j/josepkr01.html,Kris Joseph,2013,2013,F,6-7,210,"December 17, 1988",Syracuse University,True
/players/j/josepyv01.html,Yvon Joseph,1986,1986,C,6-11,245,"October 31, 1957",Georgia Institute of Technology,False
/players/j/joyceke01.html,Kevin Joyce,1974,1976,G,6-3,190,"June 27, 1951",University of South Carolina,False
/players/j/joynebu01.html,Butch Joyner,1969,1969,F,6-5,200,"April 26, 1945",Indiana University,False
/players/j/judkije01.html,Jeff Judkins,1979,1983,G-F,6-6,185,"March 23, 1956",University of Utah,False
/players/k/kachawh01.html,Whitey Kachan,1949,1949,G,6-2,175,"September 15, 1925",DePaul University,False
/players/k/kaftage01.html,George Kaftan,1949,1953,F,6-3,190,"February 22, 1928",College of the Holy Cross,False
/players/k/kalafed01.html,Ed Kalafat,1955,1957,C-F,6-6,245,"October 13, 1932",University of Minnesota,False
/players/k/kamanch01.html,Chris Kaman,2004,2015,C,7-0,268,"April 28, 1982",Central Michigan University,True
/players/k/kanteen01.html,Enes Kanter,2012,2015,F,6-11,262,"May 20, 1992",,True
/players/k/kaplora01.html,Ralph Kaplowitz,1947,1948,G-F,6-2,170,"May 18, 1919",New York University,False
/players/k/kaponja01.html,Jason Kapono,2004,2012,F,6-8,213,"February 4, 1981","University of California, Los Angeles",True
/players/k/kappeto01.html,Tony Kappen,1947,1947,G,5-10,165,"April 13, 1919",,False
/players/k/karasse01.html,Sergey Karasev,2014,2015,G-F,6-7,203,"October 26, 1993",,True
/players/k/karlco01.html,Coby Karl,2008,2010,G,6-5,215,"March 6, 1983",Boise State University,False
/players/k/karlge01.html,George Karl,1974,1978,G,6-2,185,"May 12, 1951",University of North Carolina,False
/players/k/kasided01.html,Ed Kasid,1947,1947,G,5-11,185,"August 13, 1923",,False
/players/k/kasunma01.html,Mario Kasun,2005,2006,C,7-1,260,"April 5, 1980",,False
/players/k/katkale01.html,Leo Katkaveck,1949,1950,G,6-0,185,"April 17, 1923",North Carolina State University,False
/players/k/kauffbo01.html,Bob Kauffman,1969,1975,F-C,6-8,240,"July 13, 1946",Guilford College,False
/players/k/kautzwi01.html,Wilbert Kautz,1947,1947,G-F,6-0,180,"September 7, 1915",Loyola University of Chicago,False
/players/k/keacl01.html,Clarence Kea,1981,1982,F,6-6,218,"February 2, 1959",Lamar University,False
/players/k/kearnmi01.html,Mike Kearns,1955,1955,G,6-2,178,"June 18, 1929",Princeton University,False
/players/k/kearnto01.html,Tommy Kearns,1959,1959,G,5-11,185,"October 6, 1936",University of North Carolina,False
/players/k/keefead01.html,Adam Keefe,1993,2001,F,6-9,230,"February 22, 1970",Stanford University,False
/players/k/keeliha01.html,Harold Keeling,1986,1986,G,6-4,185,"September 18, 1963",Santa Clara University,False
/players/k/kellebi01.html,Bill Keller,1970,1976,G,5-10,177,"August 30, 1947",Purdue University,False
/players/k/kellega01.html,Gary Keller,1968,1969,F-C,6-9,220,"June 13, 1944",University of Florida,False
/players/k/kelleke01.html,Ken Keller,1947,1947,G,6-1,180,,St. John's University,False
/players/k/kelleri01.html,Rich Kelley,1976,1986,C-F,7-0,235,"March 23, 1953",Stanford University,False
/players/k/kellocl01.html,Clark Kellogg,1983,1987,F,6-7,225,"July 2, 1961",Ohio State University,False
/players/k/kellyar01.html,Arvesta Kelly,1968,1972,G,6-2,175,"November 20, 1945",Lincoln University of Missouri,False
/players/k/kellyje01.html,Jerry Kelly,1947,1948,F,6-2,172,"June 14, 1918",Marshall University,False
/players/k/kellyry01.html,Ryan Kelly,2014,2015,F,6-11,230,"April 9, 1991",Duke University,True
/players/k/kellyto01.html,Tom Kelly,1949,1949,G,6-0,170,"March 5, 1924",New York University,False
/players/k/kelsegr01.html,Greg Kelser,1980,1985,F,6-7,190,"September 17, 1957",Michigan State University,False
/players/k/kelsobe01.html,Ben Kelso,1974,1974,G,6-3,195,"April 11, 1949",Central Michigan University,False
/players/k/kempsh01.html,Shawn Kemp,1990,2003,F-C,6-10,230,"November 26, 1969",Trinity Valley Community College,False
/players/k/kemptti01.html,Tim Kempton,1987,1998,F-C,6-10,245,"January 25, 1964",University of Notre Dame,False
/players/k/kendrfr01.html,Frank Kendrick,1975,1975,F,6-6,198,"September 11, 1950",Purdue University,False
/players/k/kennedj01.html,D.J. Kennedy,2012,2012,F,6-6,215,"November 5, 1989",St. John's University,True
/players/k/kennego01.html,Goo Kennedy,1972,1977,F-C,6-5,205,"August 23, 1949",Texas Christian University,False
/players/k/kennejo01.html,Joe Kennedy,1969,1971,F,6-6,210,"January 12, 1947",Duke University,False
/players/k/kennepi01.html,Pickles Kennedy,1961,1961,G,5-11,180,"May 17, 1938",Temple University,False
/players/k/kenonla01.html,Larry Kenon,1974,1983,F,6-9,205,"December 13, 1952",University of Memphis,False
/players/k/kenvibi01.html,Billy Kenville,1954,1960,G-F,6-2,187,"December 1, 1930",St. Bonaventure University,False
/players/k/kernejo01.html,Jonathan Kerner,1999,1999,C,6-11,245,"June 6, 1974",East Carolina University,False
/players/k/kerrre01.html,Red Kerr,1955,1966,C-F,6-9,230,"July 17, 1932",University of Illinois at Urbana-Champaign,False
/players/k/kerrst01.html,Steve Kerr,1989,2003,G,6-3,175,"September 27, 1965",University of Arizona,False
/players/k/kerrija01.html,Jack Kerris,1950,1953,F-C,6-6,215,"January 30, 1925",Loyola University of Chicago,False
/players/k/kerseje01.html,Jerome Kersey,1985,2001,F,6-7,215,"June 26, 1962",Longwood University,False
/players/k/kerwito01.html,Tom Kerwin,1968,1968,F,6-7,210,"July 7, 1944",Centenary College of Louisiana,False
/players/k/kesslal01.html,Alec Kessler,1991,1994,F-C,6-11,230,"January 13, 1967",University of Georgia,False
/players/k/ketnela01.html,Lari Ketner,2000,2001,F-C,6-9,277,"February 1, 1977",University of Massachusetts Amherst,False
/players/k/keyeju01.html,Julius Keye,1970,1975,F-C,6-10,200,"September 5, 1946",Alcorn State University,False
/players/k/keysra01.html,Randolph Keys,1989,1996,F-G,6-7,195,"April 19, 1966",University of Southern Mississippi,False
/players/k/khryavi01.html,Viktor Khryapa,2005,2008,F,6-9,210,"August 3, 1982",,False
/players/k/kiddja01.html,Jason Kidd,1995,2013,G,6-4,205,"March 23, 1973",University of California,False
/players/k/kiddwa01.html,Warren Kidd,1994,1994,F,6-9,235,"September 9, 1970",Middle Tennessee State University,False
/players/k/kiddgmi01.html,Michael Kidd-Gilchrist,2013,2015,F,6-7,232,"September 26, 1993",University of Kentucky,True
/players/k/kiffiir01.html,Irv Kiffin,1980,1980,F,6-9,225,"August 8, 1951",Oklahoma Baptist University,False
/players/k/kileyja01.html,Jack Kiley,1952,1953,G,6-1,170,"January 5, 1929",Syracuse University,False
/players/k/killuea01.html,Earnie Killum,1971,1971,G,6-3,180,"June 11, 1948",Stetson University,False
/players/k/kilpaca01.html,Carl Kilpatrick,1980,1980,C,6-10,230,"May 16, 1956",University of Louisiana at Monroe,False
/players/k/kimbato01.html,Toby Kimball,1967,1975,F-C,6-6,220,"September 7, 1942",University of Connecticut,False
/players/k/kimblbo01.html,Bo Kimble,1991,1993,G,6-4,190,"April 9, 1966",Loyola Marymount University,False
/players/k/kimbrst01.html,Stan Kimbrough,1990,1993,G,5-11,153,"April 24, 1966",Xavier University,False
/players/k/kinchch01.html,Chad Kinch,1981,1981,G,6-4,190,"May 22, 1958",University of North Carolina at Charlotte,False
/players/k/kingal01.html,Albert King,1982,1992,F-G,6-6,190,"December 17, 1959",University of Maryland,False
/players/k/kingbe01.html,Bernard King*,1978,1993,F,6-7,205,"December 4, 1956",University of Tennessee,False
/players/k/kingch01.html,Chris King,1994,1999,F,6-8,215,"July 24, 1969",Wake Forest University,False
/players/k/kingda01.html,Dan King,1955,1955,F,6-6,220,"January 7, 1931",Western Kentucky University,False
/players/k/kingfr01.html,Frankie King,1996,1997,G,6-1,185,"June 6, 1972",Western Carolina University,False
/players/k/kingge01.html,George King,1952,1958,G,6-0,175,"August 16, 1928",University of Charleston,False
/players/k/kingge02.html,Gerard King,1999,2001,F,6-9,230,"November 25, 1972",Nicholls State University,False
/players/k/kingji01.html,Jim King,1964,1973,G,6-2,175,"February 7, 1941",University of Tulsa,False
/players/k/kingji02.html,Jimmy King,1996,1997,G,6-5,210,"August 9, 1973",University of Michigan,False
/players/k/kinglo01.html,Loyd King,1972,1973,G,6-2,180,"May 29, 1949",Virginia Polytechnic Institute and State University,False
/players/k/kingma01.html,Maury King,1960,1963,G,6-2,195,"March 12, 1935",University of Kansas,False
/players/k/kingre01.html,Reggie King,1980,1985,F,6-6,225,"February 14, 1957",University of Alabama,False
/players/k/kingri01.html,Rich King,1992,1995,C,7-2,260,"April 4, 1969",University of Nebraska,False
/players/k/kingro01.html,Ron King,1974,1974,G,6-4,185,"July 11, 1951",Florida State University,False
/players/k/kingst01.html,Stacey King,1990,1997,F-C,6-11,230,"January 29, 1967",University of Oklahoma,False
/players/k/kingto01.html,Tom King,1947,1947,G,6-0,165,"March 9, 1924",University of Michigan,False
/players/k/kinnebo01.html,Bob Kinney,1949,1950,C-F,6-6,215,"September 16, 1920",Rice University,False
/players/k/kinseta01.html,Tarence Kinsey,2007,2009,G,6-6,185,"March 21, 1984",University of South Carolina,False
/players/k/kirilan01.html,Andrei Kirilenko,2002,2015,F,6-9,220,"February 18, 1981",,True
/players/k/kirkal01.html,Alex Kirk,2015,2015,C,7-0,245,"November 14, 1991",University of New Mexico,True
/players/k/kirkwa01.html,Walt Kirk,1949,1952,G-F,6-3,173,"September 3, 1924",University of Illinois at Urbana-Champaign,False
/players/k/kirklwi01.html,Wilber Kirkland,1970,1970,F,6-7,190,,Cheyney University of Pennsylvania,False
/players/k/kissaji01.html,Jim Kissane,1969,1969,F,6-7,210,"August 17, 1946",Boston College,False
/players/k/kistldo01.html,Doug Kistler,1962,1962,F,6-9,210,"March 21, 1938",Duke University,False
/players/k/kitchcu01.html,Curtis Kitchen,1987,1987,F,6-9,235,"January 30, 1964",University of South Florida,False
/players/k/kitegr01.html,Greg Kite,1984,1995,C,6-11,250,"August 5, 1961",Brigham Young University,False
/players/k/kittlke01.html,Kerry Kittles,1997,2005,G,6-5,179,"June 12, 1974",Villanova University,False
/players/k/kleinjo01.html,Joe Kleine,1986,2000,C,6-11,255,"January 4, 1962",University of Arkansas,False
/players/k/kleizli01.html,Linas Kleiza,2006,2013,F,6-8,245,"January 3, 1985",University of Missouri,True
/players/k/klierle01.html,Leo Klier,1949,1950,F-G,6-2,170,"May 21, 1923",University of Notre Dame,False
/players/k/klotzhe01.html,Herm Klotz,1948,1948,G,5-7,150,"October 21, 1921",Villanova University,False
/players/k/kluehdu01.html,Duane Klueh,1950,1951,G,6-3,175,"January 6, 1926",Indiana State University,False
/players/k/kluttlo01.html,Lonnie Kluttz,1971,1971,F,6-7,220,"September 17, 1945",North Carolina Agricultural and Technical State University,False
/players/k/knighbi01.html,Billy Knight,1975,1985,G-F,6-6,195,"June 9, 1952",University of Pittsburgh,False
/players/k/knighbo01.html,Bob Knight,1955,1955,G-F,6-2,185,"April 30, 1929",,False
/players/k/knighbr02.html,Brandin Knight,2005,2005,G,6-0,180,"December 16, 1981",University of Pittsburgh,False
/players/k/knighbr03.html,Brandon Knight,2012,2015,G,6-3,189,"December 2, 1991",University of Kentucky,True
/players/k/knighbr01.html,Brevin Knight,1998,2009,G,5-10,173,"November 8, 1975",Stanford University,False
/players/k/knighne01.html,Negele Knight,1991,1999,G,6-1,175,"March 6, 1967",University of Dayton,False
/players/k/knighro01.html,Ron Knight,1971,1972,F,6-7,215,"August 4, 1947","California State University, Los Angeles",False
/players/k/knighto01.html,Toby Knight,1978,1982,F,6-9,210,"May 3, 1955",University of Notre Dame,False
/players/k/knightr01.html,Travis Knight,1997,2003,C,7-0,235,"September 13, 1974",University of Connecticut,False
/players/k/knorele01.html,Lee Knorek,1947,1950,C,6-7,215,"July 15, 1921",University of Detroit Mercy,False
/players/k/knostdi01.html,Dick Knostman,1954,1954,C,6-6,215,"August 9, 1931",Kansas State University,False
/players/k/knowlro01.html,Rod Knowles,1969,1969,F-C,6-9,215,"February 27, 1946",Davidson College,False
/players/k/kofoeba01.html,Bart Kofoed,1988,1993,G,6-4,210,"March 24, 1964",University of Nebraska at Kearney,False
/players/k/kojisdo01.html,Don Kojis,1964,1975,F,6-5,215,"January 15, 1939",Marquette University,False
/players/k/komenmi01.html,Milo Komenich,1950,1950,F-C,6-7,212,"June 22, 1920",University of Wyoming,False
/players/k/komivho01.html,Howard Komives,1965,1974,G,6-1,185,"May 9, 1941",Bowling Green State University,False
/players/k/koncajo01.html,Jon Koncak,1986,1996,C-F,7-0,250,"May 17, 1963",Southern Methodist University,False
/players/k/kondlto01.html,Tom Kondla,1969,1969,C,6-8,225,"November 30, 1946",University of Minnesota,False
/players/k/koperbu01.html,Bud Koper,1965,1965,G,6-6,210,"August 9, 1942",Oklahoma City University,False
/players/k/kopicjo01.html,Joe Kopicki,1983,1985,F,6-9,240,"June 12, 1960",University of Detroit Mercy,False
/players/k/kornefr01.html,Frank Kornet,1990,1991,F,6-9,225,"January 27, 1967",Vanderbilt University,False
/players/k/korolya01.html,Yaroslav Korolev,2006,2007,F,6-9,203,"May 7, 1987",,False
/players/k/korveky01.html,Kyle Korver,2004,2015,F,6-7,210,"March 17, 1981",Creighton University,True
/players/k/koskito01.html,Tony Koski,1969,1969,F,6-8,215,"June 26, 1946",Providence College,False
/players/k/kosmale01.html,Len Kosmalski,1975,1976,C,7-0,245,"November 29, 1951",University of Tennessee,False
/players/k/kostean01.html,Andy Kostecka,1949,1949,F,6-3,203,"February 10, 1921",Georgetown University,False
/players/k/kottmha01.html,Harold Kottman,1947,1947,C,6-8,220,"August 22, 1922",Culver-Stockton College,False
/players/k/koufoko01.html,Kosta Koufos,2009,2015,C,7-0,265,"February 24, 1989",Ohio State University,True
